case_id,payment_id,settlement_id,bank_txn_id,anomaly_type,expected_decision,expected_settlement,actual_settlement
CASE_03839,PAY_474DB741,SET_20314918,BNK_21964982,UNEXPLAINED_DELTA,EXCEPTION,1570149,1557549
CASE_03840,PAY_C9BBD229,SET_497297C6,BNK_E2D2C0B0,CLEAN,MATCHED,1276253,1276253
CASE_03841,PAY_EB712367,SET_EE2295F3,BNK_BB509BA7,CHARGEBACK,MATCHED,-9992,-9992
CASE_03842,PAY_B08BC12C,SET_7FE728E5,BNK_0AAFD39C,ONE_TO_MANY,MATCHED,984407,984407
CASE_03843,PAY_BF1EE352,SET_8E0FFF76,BNK_CD021A38,CLEAN,MATCHED,560454,560454
CASE_03844,PAY_AEC63089,SET_6CD7D075,BNK_FB9515F8,CLEAN,MATCHED,1098841,1098841
CASE_03845,PAY_9DD7CD32,SET_C3BB13AE,BNK_FFB821F3,CLEAN,MATCHED,60244,60244
CASE_03846,PAY_C74CCD45,SET_BE19E7F0,BNK_BD25EBDD,CLEAN,MATCHED,1042503,1042503
CASE_03847,PAY_FDE9AE62,SET_A1A1F07A,BNK_67706EB9,CLEAN,MATCHED,121172,121172
CASE_03848,PAY_14612E12,SET_10EAB928,BNK_4E4048B2,TIMING_DIFFERENCE,MATCHED,1355927,1355927
CASE_03849,PAY_9FCA25FF,SET_B2F01AAC,BNK_6C030533,CLEAN,MATCHED,61514,61514
CASE_03850,PAY_8C4B0EFF,SET_C036BB77,BNK_ED6B7BB8,CLEAN,MATCHED,890770,890770
CASE_03851,PAY_AD431DB8,SET_458DCD14,BNK_DC8AF5B2,ONE_TO_MANY,MATCHED,911665,911665
CASE_03852,PAY_557C50B1,SET_F236E356,BNK_881F9526,TIMING_DIFFERENCE,MATCHED,1027076,1027076
CASE_03853,PAY_A35B8A08,SET_BFA4D5A4,BNK_22A1E2FE,AMBIGUOUS,REVIEW,606638,606638
CASE_03854,PAY_D63453D0,SET_FB1771D5,BNK_9B2E4205,UNEXPLAINED_DELTA,EXCEPTION,813830,798330
CASE_03855,PAY_2177B2FB,SET_8A8BEF6D,BNK_38724965,ONE_TO_MANY,MATCHED,508998,508998
CASE_03856,PAY_98F3AC99,SET_35D1FC22,BNK_F91A91FA,FEE_VARIANCE,EXCEPTION,126542,126442
CASE_03857,PAY_ED4240F5,SET_6874A81E,BNK_7D2512F9,CLEAN,MATCHED,783854,783854
CASE_03858,PAY_AA0BA361,SET_615C9583,BNK_E9FC557C,CLEAN,MATCHED,705449,705449
CASE_03859,PAY_00F0E8BF,SET_F6001691,BNK_70FA3984,DUPLICATE,REVIEW,1576203,1576203
CASE_03860,PAY_21C38E9E,SET_85CC611F,BNK_03DF6254,CLEAN,MATCHED,1123935,1123935
CASE_03861,PAY_73EEC617,SET_DF78CDE9,BNK_A07E2847,CLEAN,MATCHED,1573860,1573860
CASE_03862,PAY_16E914A0,SET_B0DB3ABF,BNK_90453514,DUPLICATE,REVIEW,1316285,1316285
CASE_03863,PAY_C2CD6864,SET_0AEDF3D1,BNK_ED6F0F47,CLEAN,MATCHED,1612525,1612525
CASE_03864,PAY_2A6D8227,SET_39C3BCC3,BNK_EB443424,TIMING_DIFFERENCE,MATCHED,268608,268608
CASE_03865,PAY_CAE96F5E,SET_ED37DAFC,BNK_EB36E149,UNEXPLAINED_DELTA,EXCEPTION,1734673,1718673
CASE_03866,PAY_75D4B103,SET_4F1DEFB5,BNK_807041D3,CLEAN,MATCHED,962633,962633
CASE_03867,PAY_4892136B,SET_FFE2664F,BNK_FE99B301,AMBIGUOUS,REVIEW,1292754,1292754
CASE_03868,PAY_272DEDB6,SET_6569A860,BNK_1CF487E7,CLEAN,MATCHED,687972,687972
CASE_03869,PAY_329807D5,SET_9C2FD4A2,BNK_11A36EEC,CLEAN,MATCHED,546199,546199
CASE_03870,PAY_68557437,SET_8BFE8B6A,BNK_97F01E08,TIMING_DIFFERENCE,MATCHED,937052,937052
CASE_03871,PAY_FFFD22A0,SET_09B8BA16,BNK_081CCACE,OTHER,MATCHED,753781,753781
CASE_03872,PAY_0B19D9FE,SET_B72E44D6,BNK_B47A01C9,TIMING_DIFFERENCE,MATCHED,1671402,1671402
CASE_03873,PAY_C47189FB,SET_BCF94387,BNK_A5536CC7,CLEAN,MATCHED,1823818,1823818
CASE_03874,PAY_76B67717,SET_2CADC5D1,BNK_D46B3F01,HIGH_VALUE_ANOMALY,REVIEW,14646000,14646000
CASE_03875,PAY_0284655E,SET_1A648464,BNK_4E555F4C,CLEAN,MATCHED,836189,836189
CASE_03876,PAY_811CCE28,SET_333C9C9C,BNK_7E4C4A41,CLEAN,MATCHED,509095,509095
CASE_03877,PAY_B55DE448,SET_0759FC1A,BNK_39F49E79,AMBIGUOUS,REVIEW,1822451,1822451
CASE_03878,PAY_EF02FD77,SET_CEE40EB1,BNK_EC55348B,CLEAN,MATCHED,515051,515051
CASE_03879,PAY_7A67F47C,SET_9F7F10E4,BNK_1F1FCE82,CLEAN,MATCHED,1443998,1443998
CASE_03880,PAY_0029E3D6,SET_9FA5650D,BNK_C636D990,FEE_VARIANCE,EXCEPTION,1408262,1408162
CASE_03881,PAY_AFB85C83,SET_F1AC0C81,BNK_50412392,CLEAN,MATCHED,741088,741088
CASE_03882,PAY_CB4B6FC2,SET_53A82974,BNK_DB9CDABB,TIMING_DIFFERENCE,MATCHED,1741508,1741508
CASE_03883,PAY_32AC0339,SET_F33D5C8F,BNK_FAB84248,CLEAN,MATCHED,1215814,1215814
CASE_03884,PAY_CD0B3AF1,SET_BE44518C,BNK_088E2765,CLEAN,MATCHED,547370,547370
CASE_03885,PAY_818B8C78,SET_2707E03D,BNK_3A36D7A8,CLEAN,MATCHED,1524063,1524063
CASE_03886,PAY_F2F7AEE1,SET_1B8FB372,BNK_0156664C,CLEAN,MATCHED,153393,153393
CASE_03887,PAY_B8EBC5D0,SET_F66BBAFB,BNK_4ACF91DD,CLEAN,MATCHED,858549,858549
CASE_03888,PAY_F325FFDD,SET_732FC527,BNK_D86386E9,AMBIGUOUS,REVIEW,984407,984407
CASE_03889,PAY_7994AE51,SET_F5A7DD7A,BNK_CD4A219F,CLEAN,MATCHED,1871857,1871857
CASE_03890,PAY_AD1AB800,SET_F1F2F46B,BNK_03A833F4,CLEAN,MATCHED,64931,64931
CASE_03891,PAY_304E566D,SET_CA7F3EDF,BNK_F4FAAA6A,CLEAN,MATCHED,740502,740502
CASE_03892,PAY_6B2A06DB,SET_21949C1A,BNK_52103476,FEE_VARIANCE,EXCEPTION,280032,279932
CASE_03893,PAY_AEDC8E93,SET_48F1A950,BNK_625A0E1B,AMBIGUOUS,REVIEW,196062,196062
CASE_03894,PAY_EC391427,SET_61EA4871,BNK_BF7E8B4B,CLEAN,MATCHED,1193064,1193064
CASE_03895,PAY_3A191342,SET_2C078D47,BNK_958371F9,CLEAN,MATCHED,1021803,1021803
CASE_03896,PAY_2B1F5C6C,SET_2735B24F,BNK_92E6E55C,CLEAN,MATCHED,573050,573050
CASE_03897,PAY_406D8346,SET_EAFBC863,BNK_87491172,DUPLICATE,REVIEW,1494185,1494185
CASE_03898,PAY_927A0B9C,SET_BB22934F,BNK_E60B0A79,CLEAN,MATCHED,1161428,1161428
CASE_03899,PAY_76BF0FA0,SET_4BD99969,BNK_0EFF776F,DUPLICATE,REVIEW,1217278,1217278
CASE_03900,PAY_98539C03,SET_E1249372,BNK_888E1447,CLEAN,MATCHED,42181,42181
CASE_03901,PAY_EC0FAC2C,SET_6ECCDA51,BNK_34C3959F,CLEAN,MATCHED,690315,690315
CASE_03902,PAY_F2D7CA27,SET_684A941A,BNK_609A0CF0,OTHER,MATCHED,1914721,1914721
CASE_03903,PAY_BCC1DF1A,SET_D8D7004E,BNK_F137D464,CLEAN,MATCHED,416435,416435
CASE_03904,PAY_AE71D086,SET_96E0AF45,BNK_5A10CA97,CLEAN,MATCHED,1842370,1842370
CASE_03905,PAY_4A1B315A,SET_40FD7791,BNK_EEE1391B,CLEAN,MATCHED,339495,339495
CASE_03906,PAY_9C047A9F,SET_991B631B,BNK_EFB18EA4,CLEAN,MATCHED,88169,88169
CASE_03907,PAY_D62835E8,SET_3C7E220C,BNK_5573F856,CLEAN,MATCHED,1730572,1730572
CASE_03908,PAY_8E18312E,,,MISSING_SETTLEMENT,EXCEPTION,564262,564262
CASE_03909,PAY_162932F6,SET_696F50B9,BNK_C043F87F,AMBIGUOUS,REVIEW,1505121,1505121
CASE_03910,PAY_EF23B755,SET_936DBA0B,BNK_15A2B757,CLEAN,MATCHED,1904371,1904371
CASE_03911,,SET_1336E4BF,BNK_F22119FA,MISSING_PAYMENT,EXCEPTION,50383,50383
CASE_03912,PAY_301AD360,SET_8F984108,BNK_2123A1B4,CLEAN,MATCHED,1327123,1327123
CASE_03913,PAY_C2BE304A,SET_19CFFD20,BNK_1FE39D8D,FEE_VARIANCE,EXCEPTION,524913,524813
CASE_03914,PAY_213D9D13,SET_F3546CB3,BNK_194BDC6C,CLEAN,MATCHED,729664,729664
CASE_03915,PAY_C2866464,SET_26777D71,BNK_FB02325E,TIMING_DIFFERENCE,MATCHED,950526,950526
CASE_03916,PAY_AB7ED2DC,SET_4B8CE680,BNK_EABE3CD6,CLEAN,MATCHED,66103,66103
CASE_03917,PAY_E457409D,SET_4EC72168,BNK_384C9A0E,CLEAN,MATCHED,263140,263140
CASE_03918,PAY_EDE1A239,SET_ECDA85D9,BNK_52DCE7A7,CHARGEBACK,MATCHED,-12982,-12982
CASE_03919,PAY_DE56F406,SET_A69E3CBF,BNK_C8AEC68C,DUPLICATE,REVIEW,1727643,1727643
CASE_03920,PAY_77FD02F3,SET_B783DDD3,BNK_DB63F5D6,CHARGEBACK,MATCHED,-38449,-38449
CASE_03921,PAY_58D481FC,SET_0855E60A,BNK_FEE93F81,CLEAN,MATCHED,690120,690120
CASE_03922,PAY_418E89B4,SET_9CEF73D2,BNK_FAB21E93,OTHER,MATCHED,879053,879053
CASE_03923,PAY_E3AF5048,SET_7A0FE230,BNK_5ABE07BC,CLEAN,MATCHED,641691,641691
CASE_03924,PAY_198BDF13,SET_E946F9CE,BNK_16515A51,UNEXPLAINED_DELTA,EXCEPTION,322310,293510
CASE_03925,PAY_75441B78,SET_9D1C436E,BNK_E716D942,OTHER,MATCHED,852202,852202
CASE_03926,PAY_CEB42BF5,SET_E3239689,BNK_5D1EF821,CLEAN,MATCHED,1717683,1717683
CASE_03927,PAY_F32A3286,SET_21236928,BNK_E44FC314,DUPLICATE,REVIEW,268706,268706
CASE_03928,PAY_819319F8,SET_E78D857A,BNK_1AB0B1D4,CLEAN,MATCHED,962145,962145
CASE_03929,PAY_DF29B174,SET_ED105C62,BNK_732A385B,HIGH_VALUE_ANOMALY,REVIEW,5370200,5370200
CASE_03930,PAY_AFAA22F3,SET_E6C13A35,BNK_CED116DB,AMBIGUOUS,REVIEW,1096009,1096009
CASE_03931,PAY_D98BB911,SET_8D60FB36,BNK_72EC914E,UNEXPLAINED_DELTA,EXCEPTION,549128,530528
CASE_03932,PAY_415D6518,SET_91F52132,BNK_B80B2F04,CHARGEBACK,MATCHED,-41477,-41477
CASE_03933,PAY_8E253655,SET_83881913,BNK_BC4EB6A7,CHARGEBACK,MATCHED,-3086,-3086
CASE_03934,PAY_C497A0A2,SET_E2576B24,BNK_D53B837E,CLEAN,MATCHED,561235,561235
CASE_03935,PAY_A703AF47,SET_FC486728,BNK_DAED638E,AMBIGUOUS,REVIEW,273490,273490
CASE_03936,PAY_211EFF27,SET_00A6CF34,BNK_9510A517,UNEXPLAINED_DELTA,EXCEPTION,1636837,1610537
CASE_03937,PAY_C8A274AD,,,MISSING_SETTLEMENT,EXCEPTION,566703,566703
CASE_03938,PAY_BFE8D999,SET_7F973777,BNK_892407F1,ONE_TO_MANY,MATCHED,489470,489470
CASE_03939,,SET_E64C728B,BNK_295480BD,MISSING_PAYMENT,EXCEPTION,1584112,1584112
CASE_03940,PAY_2791A74C,SET_177F509A,BNK_B027B90D,ONE_TO_MANY,MATCHED,1214642,1214642
CASE_03941,PAY_406FF047,SET_7AB3EBB3,BNK_93C2D58C,CLEAN,MATCHED,563286,563286
CASE_03942,PAY_82FAF563,SET_13AD864A,BNK_4C8FDDC6,CLEAN,MATCHED,1461378,1461378
CASE_03943,PAY_B161CA29,SET_4C7EF679,BNK_609A4500,CLEAN,MATCHED,96664,96664
CASE_03944,PAY_9BAC7627,SET_FA7425E5,BNK_7B3D5FB6,CLEAN,MATCHED,1251159,1251159
CASE_03945,,SET_C83FB43C,BNK_7EAA6100,MISSING_PAYMENT,EXCEPTION,890575,890575
CASE_03946,PAY_E2C4C34C,SET_1D4A3645,BNK_AFF52441,CLEAN,MATCHED,103304,103304
CASE_03947,PAY_0ACEB46C,SET_E4833B95,BNK_6698B623,UNEXPLAINED_DELTA,EXCEPTION,1000029,970029
CASE_03948,,SET_AF6DFDA3,BNK_C8C70400,MISSING_PAYMENT,EXCEPTION,940371,940371
CASE_03949,PAY_86E78333,SET_2EAF823B,BNK_05B4923B,UNEXPLAINED_DELTA,EXCEPTION,1382388,1369388
CASE_03950,PAY_BC73D69E,SET_861D7865,BNK_A0BA6C99,CLEAN,MATCHED,1725885,1725885
CASE_03951,PAY_C00508FE,SET_B50DE1EC,BNK_69AEE085,FEE_VARIANCE,EXCEPTION,910493,910393
CASE_03952,PAY_A731C3E1,SET_0E0A59DD,BNK_F42C020A,TAX_VARIANCE,EXCEPTION,419364,419414
CASE_03953,PAY_D51082BD,SET_15F81BD1,BNK_CE0B6A98,CHARGEBACK,MATCHED,-1290,-1290
CASE_03954,PAY_893BD8CB,SET_D470AC5E,BNK_87D7E53E,TAX_VARIANCE,EXCEPTION,1680483,1680533
CASE_03955,PAY_C585CA23,SET_6B735EBF,BNK_F4A5E49B,CLEAN,MATCHED,1787301,1787301
CASE_03956,PAY_88DBD54C,SET_B31882B3,BNK_65E2F581,ONE_TO_MANY,MATCHED,1138581,1138581
CASE_03957,PAY_954A6B55,SET_F939DFB7,BNK_3C5AFC43,TAX_VARIANCE,EXCEPTION,1942646,1942696
CASE_03958,PAY_B1D72AE1,SET_0841F6CD,BNK_3E617FCD,FEE_VARIANCE,EXCEPTION,1532851,1532751
CASE_03959,PAY_0F1394D6,SET_E0924E25,BNK_210D5ED8,FEE_VARIANCE,EXCEPTION,1379751,1379651
CASE_03960,PAY_1AD21A7A,SET_0B52A158,BNK_1C8CB97B,REFERENCE_TYPO,MATCHED,1241200,1241200
CASE_03961,PAY_A85CBC15,SET_3E5C8F84,BNK_8A910370,ONE_TO_MANY,MATCHED,1758692,1758692
CASE_03962,PAY_45A61FCA,SET_15DDE4DB,BNK_2FE8CD2F,CLEAN,MATCHED,1838366,1838366
CASE_03963,PAY_C94AA869,SET_12D12CE6,BNK_98A804AB,CLEAN,MATCHED,509095,509095
CASE_03964,PAY_253A6ADB,SET_9D55911A,BNK_2CC4438F,CLEAN,MATCHED,1378384,1378384
CASE_03965,PAY_352F0B1B,SET_28A1E0C1,BNK_58693258,CLEAN,MATCHED,1665739,1665739
CASE_03966,PAY_8A1E6ABF,SET_666C712E,BNK_B4B1D2A4,TIMING_DIFFERENCE,MATCHED,780046,780046
CASE_03967,PAY_BD282666,SET_2C699CDB,BNK_728E57D8,OTHER,MATCHED,959509,959509
CASE_03968,PAY_F5084B41,SET_21F6C5B6,BNK_C60C4ACD,CLEAN,MATCHED,1917064,1917064
CASE_03969,PAY_396DE156,SET_D6031DA9,BNK_B545EAA0,CLEAN,MATCHED,555865,555865
CASE_03970,PAY_D57BF1AF,SET_01F01522,BNK_88E5A4D5,CLEAN,MATCHED,1348897,1348897
CASE_03971,PAY_72F18A60,,,MISSING_SETTLEMENT,EXCEPTION,743041,743041
CASE_03972,PAY_6359C50F,SET_327C2BAE,BNK_D4BBA290,REFUND,MATCHED,315091,315091
CASE_03973,PAY_36B6C378,SET_BA4BF05B,BNK_250453FE,CLEAN,MATCHED,124199,124199
CASE_03974,PAY_EE6401E7,SET_1495E8C4,BNK_747086C1,ONE_TO_MANY,MATCHED,1627757,1627757
CASE_03975,PAY_4ADF55A9,SET_59286115,BNK_2E3533BE,UNEXPLAINED_DELTA,EXCEPTION,333832,328932
CASE_03976,PAY_165BD6D1,SET_4E34AB10,BNK_BD2ED067,REFUND,MATCHED,802734,802734
CASE_03977,PAY_81AA62ED,SET_D0C3A98C,BNK_AF2360A5,REFERENCE_TYPO,MATCHED,564067,564067
CASE_03978,PAY_51791D0A,SET_DD403FB5,BNK_EA266039,TIMING_DIFFERENCE,MATCHED,344377,344377
CASE_03979,PAY_FA9858C0,SET_2C7FB0F5,BNK_AC98A81A,CLEAN,MATCHED,172530,172530
CASE_03980,PAY_102F9553,SET_1DE597B7,BNK_3D2B0CF2,CLEAN,MATCHED,840876,840876
CASE_03981,PAY_C6563C3C,SET_C0E3F709,BNK_D254150E,REFUND,MATCHED,326573,326573
CASE_03982,PAY_F99BA23F,SET_C6EE2900,BNK_665C1389,CLEAN,MATCHED,1455129,1455129
CASE_03983,PAY_7AF96610,SET_D9105AC1,BNK_70E40C2E,CLEAN,MATCHED,1554917,1554917
CASE_03984,PAY_D4CD47EE,SET_B416628A,BNK_D9C3A000,ONE_TO_MANY,MATCHED,411846,411846
CASE_03985,PAY_736580C3,SET_62A1D22A,BNK_0D796AF1,CLEAN,MATCHED,1109777,1109777
CASE_03986,PAY_E698C968,SET_8C006542,BNK_F46FC800,REFERENCE_TYPO,MATCHED,694709,694709
CASE_03987,PAY_69BBDC71,SET_51879385,BNK_6A1940BA,REFUND,MATCHED,339388,339388
CASE_03988,PAY_C23A95A1,SET_89E48FEA,BNK_B2FBB5A6,CLEAN,MATCHED,1012527,1012527
CASE_03989,PAY_82E72B81,SET_648C64B1,BNK_31D71E3C,CLEAN,MATCHED,99496,99496
CASE_03990,PAY_790DCF97,SET_432C0C23,BNK_69CF9588,REFUND,MATCHED,190132,190132
CASE_03991,PAY_43C019F7,SET_59C41B30,BNK_5551DB62,TIMING_DIFFERENCE,MATCHED,384312,384312
CASE_03992,PAY_7511D682,SET_B52454BA,BNK_ECF1FD14,CLEAN,MATCHED,643350,643350
CASE_03993,PAY_BF545BCD,SET_08C33082,BNK_05C1D234,DUPLICATE,REVIEW,555474,555474
CASE_03994,PAY_262962B7,SET_5C5EE79C,BNK_68EB125F,REFERENCE_TYPO,MATCHED,679184,679184
CASE_03995,PAY_E57F9578,SET_04B464D5,BNK_E9807652,FEE_VARIANCE,EXCEPTION,1231827,1231727
CASE_03996,PAY_C5417E6B,SET_CD11F0A2,BNK_28D30101,CLEAN,MATCHED,1740433,1740433
CASE_03997,PAY_3E0A855D,SET_A97A4FC3,BNK_B4E930A8,CLEAN,MATCHED,34760,34760
CASE_03998,PAY_59DF0386,SET_AE26859E,BNK_E3BCC631,CLEAN,MATCHED,1479051,1479051
CASE_03999,,SET_DFE6213D,BNK_68B9165F,MISSING_PAYMENT,EXCEPTION,343303,343303
CASE_04000,PAY_57C5A5D7,SET_0B605B32,BNK_A386B112,TIMING_DIFFERENCE,MATCHED,253279,253279
CASE_04001,PAY_4B1D08D5,SET_1C8C455D,BNK_B4F0856B,UNEXPLAINED_DELTA,EXCEPTION,1092690,1047290
CASE_04002,PAY_1A25BDF1,SET_027148DA,BNK_F04DE242,CLEAN,MATCHED,1777146,1777146
CASE_04003,PAY_A50CEE90,SET_331D14FF,BNK_114EF922,CLEAN,MATCHED,23727,23727
CASE_04004,PAY_CB7EE392,SET_96B691E3,BNK_917A0AA1,CLEAN,MATCHED,452074,452074
CASE_04005,PAY_BB2670D9,SET_2D5973E2,BNK_5AD4F150,REFUND,MATCHED,529471,529471
CASE_04006,,SET_558529EC,BNK_CDC65952,MISSING_PAYMENT,EXCEPTION,339007,339007
CASE_04007,PAY_EC7E585B,SET_60460A3F,BNK_2BE9F900,FEE_VARIANCE,EXCEPTION,499527,499427
CASE_04008,PAY_10823D9A,SET_7EFA5892,BNK_C9DC1095,CLEAN,MATCHED,61514,61514
CASE_04009,PAY_9BD115A8,SET_9F8F472A,BNK_9CAC239A,CLEAN,MATCHED,1670621,1670621
CASE_04010,PAY_447D9395,SET_8FB14721,BNK_7097ED46,HIGH_VALUE_ANOMALY,REVIEW,58584000,58584000
CASE_04011,PAY_52428FC5,SET_3C7D8AA3,BNK_3DA0AF79,CLEAN,MATCHED,1801458,1801458
CASE_04012,PAY_DB21B967,SET_354E0482,BNK_D9AF459E,FEE_VARIANCE,EXCEPTION,1735942,1735842
CASE_04013,PAY_83E04072,SET_C5B6158B,BNK_D20539C5,CLEAN,MATCHED,1921165,1921165
CASE_04014,PAY_00014D5E,SET_749A946A,BNK_2D78DB3E,CHARGEBACK,MATCHED,-44665,-44665
CASE_04015,PAY_E8F59891,SET_EF957F37,BNK_ACD2D8AB,ONE_TO_MANY,MATCHED,1253991,1253991
CASE_04016,PAY_4CE3E64C,SET_3D184DB4,BNK_80523A2A,REFUND,MATCHED,720365,720365
CASE_04017,PAY_79566D8B,SET_7C2B4128,BNK_42A54FBB,UNEXPLAINED_DELTA,EXCEPTION,1005888,964788
CASE_04018,PAY_B0CE1CBC,SET_A94926E0,BNK_21A7A7B7,CLEAN,MATCHED,1935323,1935323
CASE_04019,PAY_2D8E9DC1,SET_2FA9EA5D,BNK_A9BC069F,FEE_VARIANCE,EXCEPTION,1834754,1834654
CASE_04020,PAY_B5F4F627,SET_C7E99CCF,BNK_87140732,CLEAN,MATCHED,964293,964293
CASE_04021,PAY_85C5F73D,SET_29DA7C39,BNK_E00EFB8E,TIMING_DIFFERENCE,MATCHED,544929,544929
CASE_04022,PAY_38923B8B,SET_79DA5A3C,BNK_C10B6556,REFUND,MATCHED,315473,315473
CASE_04023,PAY_FC52860C,SET_A797A40F,BNK_0D94AE0A,CLEAN,MATCHED,1930246,1930246
CASE_04024,PAY_D28F5E16,SET_2CACA624,BNK_4E0721F1,CLEAN,MATCHED,790689,790689
CASE_04025,PAY_C9C404A6,SET_486489CF,BNK_7FA1F339,CLEAN,MATCHED,959606,959606
CASE_04026,PAY_3C5AF72E,SET_D94B81D2,BNK_AD3B3E14,CLEAN,MATCHED,1429352,1429352
CASE_04027,PAY_AF467938,SET_6D86A817,BNK_6E2854C1,CLEAN,MATCHED,213246,213246
CASE_04028,PAY_F7A64A33,,,MISSING_SETTLEMENT,EXCEPTION,1315407,1315407
CASE_04029,PAY_DD3ABDDD,SET_AB994972,BNK_EBCC7DC4,TAX_VARIANCE,EXCEPTION,740698,740748
CASE_04030,PAY_D6288950,SET_3EED3CB2,BNK_F3B0BC49,FEE_VARIANCE,EXCEPTION,1471923,1471823
CASE_04031,PAY_DAAB426E,SET_900433ED,BNK_7306B4BB,CHARGEBACK,MATCHED,-6957,-6957
CASE_04032,PAY_50DA4003,SET_F4D165E2,BNK_F932CFF4,CLEAN,MATCHED,29097,29097
CASE_04033,PAY_B4C0D6B0,SET_E5D69FD9,BNK_3C59D50E,AMBIGUOUS,REVIEW,1047873,1047873
CASE_04034,PAY_C6CFAC3F,SET_373430A6,BNK_63316288,CLEAN,MATCHED,526280,526280
CASE_04035,PAY_A7BEEB5A,SET_E9652209,BNK_CB851E2B,CLEAN,MATCHED,1137702,1137702
CASE_04036,PAY_95CE207B,SET_7086AA80,BNK_822832DE,TAX_VARIANCE,EXCEPTION,1527774,1527824
CASE_04037,PAY_F5D760FE,SET_7DB7B3EE,BNK_D22AC385,CLEAN,MATCHED,146168,146168
CASE_04038,PAY_B40B86D3,SET_F544AE47,BNK_8AE09EB7,HIGH_VALUE_ANOMALY,REVIEW,29292000,29292000
CASE_04039,PAY_5ECEFF90,SET_5179391B,BNK_02244C68,AMBIGUOUS,REVIEW,391927,391927
CASE_04040,PAY_832581ED,SET_63D428F7,BNK_AEDCDDE0,TIMING_DIFFERENCE,MATCHED,1373502,1373502
CASE_04041,PAY_BE855662,SET_B1C03BDB,BNK_0BD571BC,DUPLICATE,REVIEW,365174,365174
CASE_04042,PAY_4CF2E86D,SET_FC249D2A,BNK_18BCB941,REFUND,MATCHED,889868,889868
CASE_04043,PAY_6956EFC0,SET_B4C4B593,BNK_897795F0,REFUND,MATCHED,575873,575873
CASE_04044,PAY_D9FC87DE,SET_F95BD56B,BNK_8CA52D04,CLEAN,MATCHED,356484,356484
CASE_04045,PAY_AC03B723,SET_AAF4C05E,BNK_0422DB1D,TIMING_DIFFERENCE,MATCHED,1591728,1591728
CASE_04046,PAY_D293D288,SET_D2A151A8,BNK_82BD9F92,REFUND,MATCHED,699594,699594
CASE_04047,PAY_D9EA54C7,SET_1596338B,BNK_1EE8235F,CLEAN,MATCHED,624701,624701
CASE_04048,PAY_194371A4,SET_1CFCFBC6,BNK_93AE1E14,AMBIGUOUS,REVIEW,476874,476874
CASE_04049,PAY_A52F9BA8,,,MISSING_SETTLEMENT,EXCEPTION,249080,249080
CASE_04050,PAY_038DBF6C,SET_A821BC5D,BNK_DC9038AE,TAX_VARIANCE,EXCEPTION,1759278,1759328
CASE_04051,PAY_A2944227,SET_3B0B6111,BNK_AA1D6852,REFERENCE_TYPO,MATCHED,571585,571585
CASE_04052,PAY_EDBF5FD2,SET_5DC7D013,BNK_933A4D85,REFERENCE_TYPO,MATCHED,667370,667370
CASE_04053,PAY_CE9545A3,SET_8D04553A,BNK_F1B54CF9,CHARGEBACK,MATCHED,-8328,-8328
CASE_04054,PAY_89B6199C,SET_B304685A,BNK_1CCD5610,CLEAN,MATCHED,1316090,1316090
CASE_04055,PAY_85BFD1FE,SET_849DD29F,BNK_357E8B50,OTHER,MATCHED,1715438,1715438
CASE_04056,PAY_4804A971,SET_98EB7138,BNK_2E3AD887,CLEAN,MATCHED,1327026,1327026
CASE_04057,PAY_2F534067,SET_4383B1A7,BNK_DD57A17A,FEE_VARIANCE,EXCEPTION,1173633,1173533
CASE_04058,PAY_071339AC,SET_3081F264,BNK_1D46553D,ONE_TO_MANY,MATCHED,1620434,1620434
CASE_04059,PAY_2D5F8AAB,SET_16F16D0C,BNK_3273A4D7,TAX_VARIANCE,EXCEPTION,1070330,1070380
CASE_04060,,SET_DE9CEB98,BNK_6A573933,MISSING_PAYMENT,EXCEPTION,75379,75379
CASE_04061,PAY_FEB537B7,SET_640116BF,BNK_37F1ED03,TIMING_DIFFERENCE,MATCHED,496305,496305
CASE_04062,PAY_00C7FBCD,SET_7C7423E1,BNK_DD493BA1,CHARGEBACK,MATCHED,-8769,-8769
CASE_04063,PAY_C31F0B16,SET_081CE1AF,BNK_0A6A5094,TIMING_DIFFERENCE,MATCHED,1446049,1446049
CASE_04064,PAY_22F3F3AC,SET_4782F706,BNK_0F9C3E3D,CLEAN,MATCHED,1169337,1169337
CASE_04065,PAY_F5D1ED90,SET_75CFE80C,BNK_EA8020B7,CLEAN,MATCHED,1499165,1499165
CASE_04066,PAY_BB46D4BF,SET_AAC9FBA1,BNK_DD597457,FEE_VARIANCE,EXCEPTION,814904,814804
CASE_04067,PAY_C38D340F,SET_E0DA8E20,BNK_68059ACA,ONE_TO_MANY,MATCHED,1554820,1554820
CASE_04068,PAY_9F7FFE36,SET_CC53A36C,BNK_9B6DF613,CLEAN,MATCHED,609469,609469
CASE_04069,PAY_11EDB213,,,MISSING_SETTLEMENT,EXCEPTION,618159,618159
CASE_04070,PAY_0528EEA9,SET_421AF1C5,BNK_6D362881,CLEAN,MATCHED,1199410,1199410
CASE_04071,PAY_83428DB2,SET_FA378BD2,BNK_D9D3E7CD,AMBIGUOUS,REVIEW,1673941,1673941
CASE_04072,PAY_F9D45D42,SET_CBAF3662,BNK_7D03B77C,CLEAN,MATCHED,680161,680161
CASE_04073,PAY_5E3EB4CF,SET_334611D7,BNK_47B2C8C7,CLEAN,MATCHED,656239,656239
